"country","year","kWh","continent"
"Ukraine",1962,,"Europe"
"United Arab Emirates",1962,,"Asia"
"United Kingdom",1962,148111306663.85,"Europe"
"United States",1962,851048308238.386,"Americas"
"Uruguay",1962,,"Americas"
"USSR",1962,,"Europe"
"Uzbekistan",1962,,"Asia"
"Wallis et Futuna",1962,,"Oceania"
"Vanuatu",1962,,"Oceania"
"Venezuela",1962,,"Americas"
"West Bank and Gaza",1962,,"Asia"
"West Germany",1962,,"Europe"
"Western Sahara",1962,,"Africa"
"Vietnam",1962,,"Asia"
"Virgin Islands (U.S.)",1962,,"Americas"
"North Yemen (former)",1962,,
"South Yemen (former)",1962,,
"Yemen",1962,,"Asia"
"Yugoslavia",1962,,
"Zambia",1962,,"Africa"
"Zimbabwe",1962,,"Africa"
"Åland",1962,,"Europe"
"South Sudan",1962,,"Africa"
"Christian",1962,,
"Coastline",1962,,
"Curaçao",1962,,"Americas"
"Sint Maarten (Dutch part)",1962,,"Americas"
"St. Martin (French part)",1962,,"Americas"
"Antarctica",1962,,
"Virgin Islands, British",1962,,"Americas"
"Hawaiian Trade Zone",1962,,
"U.S. Pacific Islands",1962,,
"Wake Island",1962,,
"Bonaire",1962,,
"Sark",1962,,
"Chinese Taipei",1962,,"Asia"
"Saint Eustatius",1962,,
"Saba",1962,,
"Abkhazia",1963,,
"Afghanistan",1963,,"Asia"
"Akrotiri and Dhekelia",1963,,
"Albania",1963,,"Europe"
"Algeria",1963,,"Africa"
"American Samoa",1963,,"Oceania"
"Andorra",1963,,"Europe"
"Angola",1963,,"Africa"
"Anguilla",1963,,"Americas"
"Antigua and Barbuda",1963,,"Americas"
"Argentina",1963,,"Americas"
"Armenia",1963,,"Asia"
"Aruba",1963,,"Americas"
"Australia",1963,24115596564.5662,"Oceania"
"Austria",1963,15236284327.444,"Europe"
"Azerbaijan",1963,,"Asia"
"Bahamas",1963,,"Americas"
"Bahrain",1963,,"Asia"
"Bangladesh",1963,,"Asia"
"Barbados",1963,,"Americas"
"Belarus",1963,,"Europe"
"Belgium",1963,17549610308.759,"Europe"
"Belize",1963,,"Americas"
"Benin",1963,,"Africa"
"Bermuda",1963,,"Americas"
"Bhutan",1963,,"Asia"
"Bolivia",1963,,"Americas"
"Bosnia and Herzegovina",1963,,"Europe"
"Botswana",1963,,"Africa"
"Brazil",1963,,"Americas"
"British Virgin Islands",1963,,"Americas"
"Brunei",1963,,"Asia"
"Bulgaria",1963,,"Europe"
"Burkina Faso",1963,,"Africa"
"Burundi",1963,,"Africa"
"Cambodia",1963,,"Asia"
"Cameroon",1963,,"Africa"
"Canada",1963,113147875174.014,"Americas"
"Cape Verde",1963,,"Africa"
"Cayman Islands",1963,,"Americas"
"Central African Republic",1963,,"Africa"
"Chad",1963,,"Africa"
"Channel Islands",1963,,
"Chile",1963,,"Americas"
"China",1963,,"Asia"
"Christmas Island",1963,,"Oceania"
"Cocos Island",1963,,
"Colombia",1963,,"Americas"
"Comoros",1963,,"Africa"
"Congo, Dem. Rep.",1963,,"Africa"
"Congo, Rep.",1963,,"Africa"
"Cook Is",1963,,"Oceania"
"Costa Rica",1963,,"Americas"
"Cote d'Ivoire",1963,,"Africa"
"Croatia",1963,,"Europe"
"Cuba",1963,,"Americas"
"Cyprus",1963,,"Asia"
"Czech Republic",1963,,"Europe"
"Czechoslovakia",1963,,
"Denmark",1963,7017907742.00696,"Europe"
"Djibouti",1963,,"Africa"
"Dominica",1963,,"Americas"
"Dominican Republic",1963,,"Americas"
"East Germany",1963,,
"Ecuador",1963,,"Americas"
"Egypt",1963,,"Africa"
"El Salvador",1963,,"Americas"
"Equatorial Guinea",1963,,"Africa"
"Eritrea",1963,,"Africa"
"Eritrea and Ethiopia",1963,,
"Estonia",1963,,"Europe"
"Ethiopia",1963,,"Africa"
"Faeroe Islands",1963,,"Europe"
"Falkland Is (Malvinas)",1963,,"Americas"
"Fiji",1963,,"Oceania"
"Finland",1963,11211377050.2966,"Europe"
"France",1963,83285049105.597,"Europe"
"French Guiana",1963,,"Americas"
"French Polynesia",1963,,"Oceania"
"Gabon",1963,,"Africa"
"Gambia",1963,,"Africa"
"Georgia",1963,,"Asia"
"Germany",1963,143240814643.687,"Europe"
"Ghana",1963,,"Africa"
"Gibraltar",1963,,"Europe"
"Greece",1963,2897983579.22668,"Europe"
"Greenland",1963,,"Americas"
"Grenada",1963,,"Americas"
"Guadeloupe",1963,,"Americas"
"Guam",1963,,"Oceania"
"Guatemala",1963,,"Americas"
"Guernsey",1963,,"Europe"
"Guinea",1963,,"Africa"
"Guinea-Bissau",1963,,"Africa"
"Guyana",1963,,"Americas"
"Haiti",1963,,"Americas"
"Holy See",1963,,"Europe"
"Honduras",1963,,"Americas"
"Hong Kong, China",1963,,"Asia"
"Hungary",1963,,"Europe"
"Iceland",1963,554307638.443763,"Europe"
"India",1963,,"Asia"
"Indonesia",1963,,"Asia"
"Iran",1963,,"Asia"
"Iraq",1963,,"Asia"
"Ireland",1963,2523080739.66312,"Europe"
"Isle of Man",1963,,"Europe"
"Israel",1963,,"Asia"
"Italy",1963,64137824123.722,"Europe"
"Jamaica",1963,,"Americas"
"Japan",1963,143414555856.712,"Asia"
"Jersey",1963,,"Europe"
"Jordan",1963,,"Asia"
"Kazakhstan",1963,,"Asia"
"Kenya",1963,,"Africa"
"Kiribati",1963,,"Oceania"
"North Korea",1963,,"Asia"
"South Korea",1963,,"Asia"
"United Korea (former)
",1963,,"Asia"
"Kosovo",1963,,
"Kuwait",1963,,"Asia"
"Kyrgyz Republic",1963,,"Asia"
"Lao",1963,,"Asia"
"Latvia",1963,,"Europe"
"Lebanon",1963,,"Asia"
"Lesotho",1963,,"Africa"
"Liberia",1963,,"Africa"
"Libya",1963,,"Africa"
"Liechtenstein",1963,,"Europe"
"Lithuania",1963,,"Europe"
"Luxembourg",1963,2280132292.50231,"Europe"
"Macao, China",1963,,"Asia"
"Macedonia, FYR",1963,,"Europe"
"Madagascar",1963,,"Africa"
"Malawi",1963,,"Africa"
"Malaysia",1963,,"Asia"
"Maldives",1963,,"Asia"
"Mali",1963,,"Africa"
"Malta",1963,,"Europe"
"Marshall Islands",1963,,"Oceania"
"Martinique",1963,,"Americas"
"Mauritania",1963,,"Africa"
"Mauritius",1963,,"Africa"
"Mayotte",1963,,"Africa"
"Mexico",1963,,"Americas"
"Micronesia, Fed. Sts.",1963,,"Oceania"
"Moldova",1963,,"Europe"
"Monaco",1963,,"Europe"
"Mongolia",1963,,"Asia"
"Montenegro",1963,,"Europe"
"Montserrat",1963,,"Americas"
"Morocco",1963,,"Africa"
"Mozambique",1963,,"Africa"
"Myanmar",1963,,"Asia"
"Namibia",1963,,"Africa"
"Nauru",1963,,"Oceania"
"Nepal",1963,,"Asia"
"Netherlands",1963,19597783283.8569,"Europe"
"Netherlands Antilles",1963,,"Americas"
"New Caledonia",1963,,"Oceania"
"New Zealand",1963,7791890374.43716,"Oceania"
"Ngorno-Karabakh",1963,,
"Nicaragua",1963,,"Americas"
"Niger",1963,,"Africa"
"Nigeria",1963,,"Africa"
"Niue",1963,,"Oceania"
"Norfolk Island",1963,,"Oceania"
"Northern Cyprus",1963,,"Asia"
"Northern Mariana Islands",1963,,"Oceania"
"Norway",1963,35403858359.5365,"Europe"
"Oman",1963,,"Asia"
"Pakistan",1963,,"Asia"
"Palau",1963,,"Oceania"
"Panama",1963,,"Americas"
"Papua New Guinea",1963,,"Oceania"
"Paraguay",1963,,"Americas"
"Peru",1963,,"Americas"
"Philippines",1963,,"Asia"
"Pitcairn",1963,,"Oceania"
"Poland",1963,33127128931.7856,"Europe"
"Portugal",1963,3661443889.96889,"Europe"
"Puerto Rico",1963,,"Americas"
"Qatar",1963,,"Asia"
"Reunion",1963,,"Africa"
"Romania",1963,,"Europe"
"Russia",1963,,"Europe"
"Rwanda",1963,,"Africa"
"St. Barthélemy",1963,,"Americas"
"St. Helena",1963,,"Africa"
"St. Kitts and Nevis",1963,,"Americas"
"St. Lucia",1963,,"Americas"
"St. Martin",1963,,
"St. Vincent and the Grenadines",1963,,"Americas"
"St.-Pierre-et-Miquelon",1963,,"Americas"
"Samoa",1963,,"Oceania"
"San Marino",1963,,"Europe"
"Sao Tome and Principe",1963,,"Africa"
"Saudi Arabia",1963,,"Asia"
"Senegal",1963,,"Africa"
"Serbia",1963,,"Europe"
"Serbia and Montenegro",1963,,
"Serbia excluding Kosovo",1963,,"Europe"
"Seychelles",1963,,"Africa"
"Sierra Leone",1963,,"Africa"
"Singapore",1963,,"Asia"
"Slovak Republic",1963,,"Europe"
"Slovenia",1963,,"Europe"
"Solomon Islands",1963,,"Oceania"
"Somalia",1963,,"Africa"
"Somaliland",1963,,"Africa"
"South Africa",1963,,"Africa"
"South Ossetia",1963,,
"Spain",1963,20857848476.8226,"Europe"
"Sri Lanka",1963,,"Asia"
"Sudan",1963,,"Africa"
"Suriname",1963,,"Americas"
"Svalbard",1963,,"Europe"
"Swaziland",1963,,"Africa"
"Sweden",1963,36048609897.1533,"Europe"
"Switzerland",1963,18828689677.845,"Europe"
"Syria",1963,,"Asia"
"Taiwan",1963,,"Asia"
"Tajikistan",1963,,"Asia"
"Tanzania",1963,,"Africa"
"Thailand",1963,,"Asia"
"Timor-Leste",1963,,"Asia"
"Togo",1963,,"Africa"
"Tokelau",1963,,"Oceania"
"Tonga",1963,,"Oceania"
"Transnistria",1963,,
"Trinidad and Tobago",1963,,"Americas"
"Tunisia",1963,,"Africa"
"Turkey",1963,3.561e+09,"Asia"
"Turkmenistan",1963,,"Asia"
"Turks and Caicos Islands",1963,,"Americas"
"Tuvalu",1963,,"Oceania"
"Uganda",1963,,"Africa"
"Ukraine",1963,,"Europe"
"United Arab Emirates",1963,,"Asia"
"United Kingdom",1963,161033351077.987,"Europe"
"United States",1963,912734736594.81,"Americas"
"Uruguay",1963,,"Americas"
"USSR",1963,,"Europe"
"Uzbekistan",1963,,"Asia"
"Wallis et Futuna",1963,,"Oceania"
"Vanuatu",1963,,"Oceania"
"Venezuela",1963,,"Americas"
"West Bank and Gaza",1963,,"Asia"
"West Germany",1963,,"Europe"
"Western Sahara",1963,,"Africa"
"Vietnam",1963,,"Asia"
"Virgin Islands (U.S.)",1963,,"Americas"
"North Yemen (former)",1963,,
"South Yemen (former)",1963,,
"Yemen",1963,,"Asia"
"Yugoslavia",1963,,
"Zambia",1963,,"Africa"
"Zimbabwe",1963,,"Africa"
"Åland",1963,,"Europe"
"South Sudan",1963,,"Africa"
"Christian",1963,,
"Coastline",1963,,
"Curaçao",1963,,"Americas"
"Sint Maarten (Dutch part)",1963,,"Americas"
"St. Martin (French part)",1963,,"Americas"
"Antarctica",1963,,
"Virgin Islands, British",1963,,"Americas"
"Hawaiian Trade Zone",1963,,
"U.S. Pacific Islands",1963,,
"Wake Island",1963,,
"Bonaire",1963,,
"Sark",1963,,
"Chinese Taipei",1963,,"Asia"
"Saint Eustatius",1963,,
"Saba",1963,,
"Abkhazia",1964,,
"Afghanistan",1964,,"Asia"
"Akrotiri and Dhekelia",1964,,
"Albania",1964,,"Europe"
"Algeria",1964,,"Africa"
"American Samoa",1964,,"Oceania"
"Andorra",1964,,"Europe"
"Angola",1964,,"Africa"
"Anguilla",1964,,"Americas"
"Antigua and Barbuda",1964,,"Americas"
"Argentina",1964,,"Americas"
"Armenia",1964,,"Asia"
"Aruba",1964,,"Americas"
"Australia",1964,26885596044.6852,"Oceania"
"Austria",1964,16123325872.3489,"Europe"
"Azerbaijan",1964,,"Asia"
"Bahamas",1964,,"Americas"
"Bahrain",1964,,"Asia"
"Bangladesh",1964,,"Asia"
"Barbados",1964,,"Americas"
"Belarus",1964,,"Europe"
"Belgium",1964,19361082003.7037,"Europe"
"Belize",1964,,"Americas"
"Benin",1964,,"Africa"
"Bermuda",1964,,"Americas"
"Bhutan",1964,,"Asia"
"Bolivia",1964,,"Americas"
"Bosnia and Herzegovina",1964,,"Europe"
"Botswana",1964,,"Africa"
"Brazil",1964,,"Americas"
"British Virgin Islands",1964,,"Americas"
"Brunei",1964,,"Asia"
"Bulgaria",1964,,"Europe"
"Burkina Faso",1964,,"Africa"
"Burundi",1964,,"Africa"
"Cambodia",1964,,"Asia"
"Cameroon",1964,,"Africa"
"Canada",1964,124910716021.527,"Americas"
"Cape Verde",1964,,"Africa"
"Cayman Islands",1964,,"Americas"
"Central African Republic",1964,,"Africa"
"Chad",1964,,"Africa"
"Channel Islands",1964,,
"Chile",1964,,"Americas"
"China",1964,,"Asia"
"Christmas Island",1964,,"Oceania"
"Cocos Island",1964,,
"Colombia",1964,,"Americas"
"Comoros",1964,,"Africa"
"Congo, Dem. Rep.",1964,,"Africa"
"Congo, Rep.",1964,,"Africa"
"Cook Is",1964,,"Oceania"
"Costa Rica",1964,,"Americas"
"Cote d'Ivoire",1964,,"Africa"
"Croatia",1964,,"Europe"
"Cuba",1964,,"Americas"
"Cyprus",1964,,"Asia"
"Czech Republic",1964,,"Europe"
"Czechoslovakia",1964,,
"Denmark",1964,7671505219.1072,"Europe"
"Djibouti",1964,,"Africa"
"Dominica",1964,,"Americas"
"Dominican Republic",1964,,"Americas"
"East Germany",1964,,
"Ecuador",1964,,"Americas"
"Egypt",1964,,"Africa"
"El Salvador",1964,,"Americas"
"Equatorial Guinea",1964,,"Africa"
"Eritrea",1964,,"Africa"
"Eritrea and Ethiopia",1964,,
"Estonia",1964,,"Europe"
"Ethiopia",1964,,"Africa"
"Faeroe Islands",1964,,"Europe"
"Falkland Is (Malvinas)",1964,,"Americas"
"Fiji",1964,,"Oceania"
"Finland",1964,12343410526.8434,"Europe"
"France",1964,91398599976.1868,"Europe"
"French Guiana",1964,,"Americas"
"French Polynesia",1964,,"Oceania"
"Gabon",1964,,"Africa"
"Gambia",1964,,"Africa"
"Georgia",1964,,"Asia"
"Germany",1964,155289708146.543,"Europe"
"Ghana",1964,,"Africa"
"Gibraltar",1964,,"Europe"
"Greece",1964,3471712381.12673,"Europe"
"Greenland",1964,,"Americas"
"Grenada",1964,,"Americas"
"Guadeloupe",1964,,"Americas"
"Guam",1964,,"Oceania"
"Guatemala",1964,,"Americas"
"Guernsey",1964,,"Europe"
"Guinea",1964,,"Africa"
"Guinea-Bissau",1964,,"Africa"
"Guyana",1964,,"Americas"
"Haiti",1964,,"Americas"
"Holy See",1964,,"Europe"
"Honduras",1964,,"Americas"
"Hong Kong, China",1964,,"Asia"
"Hungary",1964,,"Europe"
"Iceland",1964,581507267.849489,"Europe"
"India",1964,,"Asia"
"Indonesia",1964,,"Asia"
"Iran",1964,,"Asia"
"Iraq",1964,,"Asia"
"Ireland",1964,2980193729.74482,"Europe"
"Isle of Man",1964,,"Europe"
"Israel",1964,,"Asia"
"Italy",1964,69093149266.4491,"Europe"
"Jamaica",1964,,"Americas"
"Japan",1964,161364120704.107,"Asia"
"Jersey",1964,,"Europe"
"Jordan",1964,,"Asia"
"Kazakhstan",1964,,"Asia"
"Kenya",1964,,"Africa"
"Kiribati",1964,,"Oceania"
"North Korea",1964,,"Asia"
"South Korea",1964,,"Asia"
"United Korea (former)
",1964,,"Asia"
"Kosovo",1964,,
"Kuwait",1964,,"Asia"
"Kyrgyz Republic",1964,,"Asia"
"Lao",1964,,"Asia"
"Latvia",1964,,"Europe"
"Lebanon",1964,,"Asia"
"Lesotho",1964,,"Africa"
"Liberia",1964,,"Africa"
"Libya",1964,,"Africa"
"Liechtenstein",1964,,"Europe"
"Lithuania",1964,,"Europe"
"Luxembourg",1964,2856414788.71091,"Europe"
"Macao, China",1964,,"Asia"
"Macedonia, FYR",1964,,"Europe"
"Madagascar",1964,,"Africa"
"Malawi",1964,,"Africa"
"Malaysia",1964,,"Asia"
"Maldives",1964,,"Asia"
"Mali",1964,,"Africa"
"Malta",1964,,"Europe"
"Marshall Islands",1964,,"Oceania"
"Martinique",1964,,"Americas"
"Mauritania",1964,,"Africa"
"Mauritius",1964,,"Africa"
"Mayotte",1964,,"Africa"
"Mexico",1964,,"Americas"
"Micronesia, Fed. Sts.",1964,,"Oceania"
"Moldova",1964,,"Europe"
"Monaco",1964,,"Europe"
"Mongolia",1964,,"Asia"
"Montenegro",1964,,"Europe"
"Montserrat",1964,,"Americas"
"Morocco",1964,,"Africa"
"Mozambique",1964,,"Africa"
"Myanmar",1964,,"Asia"
"Namibia",1964,,"Africa"
"Nauru",1964,,"Oceania"
"Nepal",1964,,"Asia"
"Netherlands",1964,21443403825.9702,"Europe"
"Netherlands Antilles",1964,,"Americas"
"New Caledonia",1964,,"Oceania"
"New Zealand",1964,8391573105.90238,"Oceania"
"Ngorno-Karabakh",1964,,
"Nicaragua",1964,,"Americas"
"Niger",1964,,"Africa"
"Nigeria",1964,,"Africa"
"Niue",1964,,"Oceania"
"Norfolk Island",1964,,"Oceania"
"Northern Cyprus",1964,,"Asia"
"Northern Mariana Islands",1964,,"Oceania"
"Norway",1964,38981784021.4447,"Europe"
"Oman",1964,,"Asia"
"Pakistan",1964,,"Asia"
"Palau",1964,,"Oceania"
"Panama",1964,,"Americas"
"Papua New Guinea",1964,,"Oceania"
"Paraguay",1964,,"Americas"
"Peru",1964,,"Americas"
"Philippines",1964,,"Asia"
"Pitcairn",1964,,"Oceania"
"Poland",1964,35875475704.8374,"Europe"
"Portugal",1964,4101648177.35642,"Europe"
"Puerto Rico",1964,,"Americas"
"Qatar",1964,,"Asia"
"Reunion",1964,,"Africa"
"Romania",1964,,"Europe"
"Russia",1964,,"Europe"
"Rwanda",1964,,"Africa"
"St. Barthélemy",1964,,"Americas"
"St. Helena",1964,,"Africa"
"St. Kitts and Nevis",1964,,"Americas"
"St. Lucia",1964,,"Americas"
"St. Martin",1964,,
"St. Vincent and the Grenadines",1964,,"Americas"
"St.-Pierre-et-Miquelon",1964,,"Americas"
"Samoa",1964,,"Oceania"
"San Marino",1964,,"Europe"
"Sao Tome and Principe",1964,,"Africa"
"Saudi Arabia",1964,,"Asia"
"Senegal",1964,,"Africa"
"Serbia",1964,,"Europe"
"Serbia and Montenegro",1964,,
"Serbia excluding Kosovo",1964,,"Europe"
"Seychelles",1964,,"Africa"
"Sierra Leone",1964,,"Africa"
"Singapore",1964,,"Asia"
"Slovak Republic",1964,,"Europe"
"Slovenia",1964,,"Europe"
"Solomon Islands",1964,,"Oceania"
"Somalia",1964,,"Africa"
"Somaliland",1964,,"Africa"
"South Africa",1964,,"Africa"
"South Ossetia",1964,,
"Spain",1964,23676870000.802,"Europe"
"Sri Lanka",1964,,"Asia"
"Sudan",1964,,"Africa"
"Suriname",1964,,"Americas"
"Svalbard",1964,,"Europe"
"Swaziland",1964,,"Africa"
"Sweden",1964,39835949882.4881,"Europe"
"Switzerland",1964,19792191746.1188,"Europe"
"Syria",1964,,"Asia"
"Taiwan",1964,,"Asia"
"Tajikistan",1964,,"Asia"
"Tanzania",1964,,"Africa"
"Thailand",1964,,"Asia"
"Timor-Leste",1964,,"Asia"
"Togo",1964,,"Africa"
"Tokelau",1964,,"Oceania"
"Tonga",1964,,"Oceania"
"Transnistria",1964,,
"Trinidad and Tobago",1964,,"Americas"
"Tunisia",1964,,"Africa"
"Turkey",1964,3.994e+09,"Asia"
"Turkmenistan",1964,,"Asia"
"Turks and Caicos Islands",1964,,"Americas"
"Tuvalu",1964,,"Oceania"
"Uganda",1964,,"Africa"
"Ukraine",1964,,"Europe"
"United Arab Emirates",1964,,"Asia"
"United Kingdom",1964,168902531006.204,"Europe"
"United States",1964,979647808140.227,"Americas"
"Uruguay",1964,,"Americas"
"USSR",1964,,"Europe"
"Uzbekistan",1964,,"Asia"
"Wallis et Futuna",1964,,"Oceania"
"Vanuatu",1964,,"Oceania"
"Venezuela",1964,,"Americas"
"West Bank and Gaza",1964,,"Asia"
"West Germany",1964,,"Europe"
"Western Sahara",1964,,"Africa"
"Vietnam",1964,,"Asia"
"Virgin Islands (U.S.)",1964,,"Americas"
"North Yemen (former)",1964,,
"South Yemen (former)",1964,,
"Yemen",1964,,"Asia"
"Yugoslavia",1964,,
"Zambia",1964,,"Africa"
"Zimbabwe",1964,,"Africa"
"Åland",1964,,"Europe"
"South Sudan",1964,,"Africa"
"Christian",1964,,
"Coastline",1964,,
"Curaçao",1964,,"Americas"
"Sint Maarten (Dutch part)",1964,,"Americas"
"St. Martin (French part)",1964,,"Americas"
"Antarctica",1964,,
"Virgin Islands, British",1964,,"Americas"
"Hawaiian Trade Zone",1964,,
"U.S. Pacific Islands",1964,,
"Wake Island",1964,,
"Bonaire",1964,,
"Sark",1964,,
"Chinese Taipei",1964,,"Asia"
"Saint Eustatius",1964,,
"Saba",1964,,
"Abkhazia",1965,,
"Afghanistan",1965,,"Asia"
"Akrotiri and Dhekelia",1965,,
"Albania",1965,,"Europe"
"Algeria",1965,,"Africa"
"American Samoa",1965,,"Oceania"
"Andorra",1965,,"Europe"
"Angola",1965,,"Africa"
"Anguilla",1965,,"Americas"
"Antigua and Barbuda",1965,,"Americas"
"Argentina",1965,,"Americas"
"Armenia",1965,,"Asia"
"Aruba",1965,,"Americas"
"Australia",1965,29821871676.1503,"Oceania"
"Austria",1965,16755374401.9473,"Europe"
"Azerbaijan",1965,,"Asia"
"Bahamas",1965,,"Americas"
"Bahrain",1965,,"Asia"
"Bangladesh",1965,,"Asia"
"Barbados",1965,,"Americas"
"Belarus",1965,,"Europe"
"Belgium",1965,20417493755.4333,"Europe"
"Belize",1965,,"Americas"
"Benin",1965,,"Africa"
"Bermuda",1965,,"Americas"
"Bhutan",1965,,"Asia"
"Bolivia",1965,,"Americas"
"Bosnia and Herzegovina",1965,,"Europe"
"Botswana",1965,,"Africa"
"Brazil",1965,,"Americas"
"British Virgin Islands",1965,,"Americas"
"Brunei",1965,,"Asia"
"Bulgaria",1965,,"Europe"
"Burkina Faso",1965,,"Africa"
"Burundi",1965,,"Africa"
"Cambodia",1965,,"Asia"
"Cameroon",1965,,"Africa"
"Canada",1965,135973034549.497,"Americas"
"Cape Verde",1965,,"Africa"
"Cayman Islands",1965,,"Americas"
"Central African Republic",1965,,"Africa"
"Chad",1965,,"Africa"
"Channel Islands",1965,,
"Chile",1965,,"Americas"
"China",1965,,"Asia"
"Christmas Island",1965,,"Oceania"
"Cocos Island",1965,,
"Colombia",1965,,"Americas"
"Comoros",1965,,"Africa"
"Congo, Dem. Rep.",1965,,"Africa"
"Congo, Rep.",1965,,"Africa"
"Cook Is",1965,,"Oceania"
"Costa Rica",1965,,"Americas"
"Cote d'Ivoire",1965,,"Africa"
"Croatia",1965,,"Europe"
"Cuba",1965,,"Americas"
"Cyprus",1965,,"Asia"
"Czech Republic",1965,,"Europe"
"Czechoslovakia",1965,,
"Denmark",1965,8655150948.3481,"Europe"
"Djibouti",1965,,"Africa"
"Dominica",1965,,"Americas"
"Dominican Republic",1965,,"Americas"
"East Germany",1965,,
"Ecuador",1965,,"Americas"
"Egypt",1965,,"Africa"
"El Salvador",1965,,"Americas"
"Equatorial Guinea",1965,,"Africa"
"Eritrea",1965,,"Africa"
"Eritrea and Ethiopia",1965,,
"Estonia",1965,,"Europe"
"Ethiopia",1965,,"Africa"
"Faeroe Islands",1965,,"Europe"
"Falkland Is (Malvinas)",1965,,"Americas"
"Fiji",1965,,"Oceania"
"Finland",1965,13410793363.8522,"Europe"
"France",1965,96922883382.6312,"Europe"
"French Guiana",1965,,"Americas"
"French Polynesia",1965,,"Oceania"
"Gabon",1965,,"Africa"
"Gambia",1965,,"Africa"
"Georgia",1965,,"Asia"
"Germany",1965,166680010971.03,"Europe"
"Ghana",1965,,"Africa"
"Gibraltar",1965,,"Europe"
"Greece",1965,4065319482.29385,"Europe"
"Greenland",1965,,"Americas"
"Grenada",1965,,"Americas"
"Guadeloupe",1965,,"Americas"
"Guam",1965,,"Oceania"
"Guatemala",1965,,"Americas"
"Guernsey",1965,,"Europe"
"Guinea",1965,,"Africa"
"Guinea-Bissau",1965,,"Africa"
"Guyana",1965,,"Americas"
"Haiti",1965,,"Americas"
"Holy See",1965,,"Europe"
"Honduras",1965,,"Americas"
"Hong Kong, China",1965,,"Asia"
"Hungary",1965,11509982294.723,"Europe"
"Iceland",1965,571149225.632651,"Europe"
"India",1965,,"Asia"
"Indonesia",1965,,"Asia"
"Iran",1965,,"Asia"
"Iraq",1965,,"Asia"
"Ireland",1965,3261063046.60619,"Europe"
"Isle of Man",1965,,"Europe"
"Israel",1965,,"Asia"
"Italy",1965,74439834427.1368,"Europe"
"Jamaica",1965,,"Americas"
"Japan",1965,172864809307.97,"Asia"
"Jersey",1965,,"Europe"
"Jordan",1965,,"Asia"
"Kazakhstan",1965,,"Asia"
"Kenya",1965,,"Africa"
"Kiribati",1965,,"Oceania"
"North Korea",1965,,"Asia"
"South Korea",1965,,"Asia"
"United Korea (former)
",1965,,"Asia"
"Kosovo",1965,,
"Kuwait",1965,,"Asia"
"Kyrgyz Republic",1965,,"Asia"
"Lao",1965,,"Asia"
"Latvia",1965,,"Europe"
"Lebanon",1965,,"Asia"
"Lesotho",1965,,"Africa"
"Liberia",1965,,"Africa"
"Libya",1965,,"Africa"
"Liechtenstein",1965,,"Europe"
"Lithuania",1965,,"Europe"
"Luxembourg",1965,3019045535.44495,"Europe"
"Macao, China",1965,,"Asia"
"Macedonia, FYR",1965,,"Europe"
"Madagascar",1965,,"Africa"
"Malawi",1965,,"Africa"
"Malaysia",1965,,"Asia"
"Maldives",1965,,"Asia"
"Mali",1965,,"Africa"
"Malta",1965,,"Europe"
"Marshall Islands",1965,,"Oceania"
"Martinique",1965,,"Americas"
"Mauritania",1965,,"Africa"
"Mauritius",1965,,"Africa"
"Mayotte",1965,,"Africa"
"Mexico",1965,,"Americas"
"Micronesia, Fed. Sts.",1965,,"Oceania"
"Moldova",1965,,"Europe"
"Monaco",1965,,"Europe"
"Mongolia",1965,,"Asia"
"Montenegro",1965,,"Europe"
"Montserrat",1965,,"Americas"
"Morocco",1965,,"Africa"
"Mozambique",1965,,"Africa"
"Myanmar",1965,,"Asia"
"Namibia",1965,,"Africa"
"Nauru",1965,,"Oceania"
"Nepal",1965,,"Asia"
"Netherlands",1965,23378385091.2732,"Europe"
"Netherlands Antilles",1965,,"Americas"
"New Caledonia",1965,,"Oceania"
"New Zealand",1965,9232608787.09481,"Oceania"
"Ngorno-Karabakh",1965,,
"Nicaragua",1965,,"Americas"
"Niger",1965,,"Africa"
"Nigeria",1965,,"Africa"
"Niue",1965,,"Oceania"
"Norfolk Island",1965,,"Oceania"
"Northern Cyprus",1965,,"Asia"
"Northern Mariana Islands",1965,,"Oceania"
"Norway",1965,42503093469.0565,"Europe"
"Oman",1965,,"Asia"
"Pakistan",1965,,"Asia"
"Palau",1965,,"Oceania"
"Panama",1965,,"Americas"
"Papua New Guinea",1965,,"Oceania"
"Paraguay",1965,,"Americas"
"Peru",1965,,"Americas"
"Philippines",1965,,"Asia"
"Pitcairn",1965,,"Oceania"
"Poland",1965,38933511641.7104,"Europe"
"Portugal",1965,4332758145.6883,"Europe"
"Puerto Rico",1965,,"Americas"
"Qatar",1965,,"Asia"
"Reunion",1965,,"Africa"
"Romania",1965,,"Europe"
"Russia",1965,,"Europe"
"Rwanda",1965,,"Africa"
"St. Barthélemy",1965,,"Americas"
"St. Helena",1965,,"Africa"
"St. Kitts and Nevis",1965,,"Americas"
"St. Lucia",1965,,"Americas"
"St. Martin",1965,,
"St. Vincent and the Grenadines",1965,,"Americas"
"St.-Pierre-et-Miquelon",1965,,"Americas"
"Samoa",1965,,"Oceania"
"San Marino",1965,,"Europe"
